Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,geladeira para caminhao,geladeira para caminhão,geladeiras para caminhões,geladeira para caminhão,Pillar page,,2400,10,0.00,0.00,0,Informational,"Image Pack, Site Links, Reviews, Video, Related Searches","0.19,1.00,0.19,0.44,0.19,0.19,0.16,0.16,0.19,0.12,0.16,0.19",,"""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""resfriar.com.br"":""https://www.resfriar.com.br/produto/geladeira-75-litros-externa""
""resfriar.com.br"":""https://resfriar.com.br/geladeiras/geladeiras-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao"""
br,geladeira portátil caminhão,geladeira para caminhão,geladeiras para caminhões,geladeira para caminhão,Pillar page,,1600,28,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Site Links, Reviews, Video, Related Searches","0.65,0.44,0.24,0.44,0.55,0.44,0.44,0.55,0.65,0.55,0.55,0.55",,"""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-para-caminhao""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""
""casasbahia.com.br"":""https://www.casasbahia.com.br/geladeira-caminhao/b""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-caminhao""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""shopee.com.br"":""https://shopee.com.br/search?keyword=geladeira%20portatil%20para%20caminh%C3%A3o"""
br,geladeira portatil para caminhão,geladeira para caminhão,geladeiras para caminhões,geladeira para caminhão,Pillar page,,1600,27,0.00,0.00,0,Informational,"People Also Ask, Site Links, Reviews, Video, Related Searches","0.66,0.54,0.54,0.79,0.66,0.54,0.54,0.66,0.66,0.54,0.54,0.66",,"""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-para-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""casasbahia.com.br"":""https://www.casasbahia.com.br/geladeira-caminhao/b""
""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""shopee.com.br"":""https://shopee.com.br/search?keyword=geladeira%20portatil%20para%20caminh%C3%A3o"""
br,geladeira portátil para caminhão,geladeira para caminhão,geladeiras para caminhões,geladeira para caminhão,Pillar page,,390,26,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Reviews, Video, Related Searches","0.26,0.26,0.14,0.26,0.32,0.26,0.26,0.32,1.00,0.39,0.48,0.48",,"""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""casasbahia.com.br"":""https://www.casasbahia.com.br/geladeira-caminhao/b""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-caminhao""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira"""
br,geladeira carreta,geladeira para caminhão,geladeiras para caminhões,geladeira para caminhão,Pillar page,,320,20,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Site Links, Video, Related Searches","0.53,1.00,0.82,0.82,0.66,0.66,0.66,0.82,0.82,0.66,0.82,1.00",,"""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""floreseletro.com.br"":""https://www.floreseletro.com.br/geladeiras/geladeira-externa-caminhao-carreta-75-litros-bivolt-digital-1224v-resfriar""
""dipecarr.com.br"":""https://www.dipecarr.com.br/acessorios/geladeira.html""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-caminhao"""
br,geladeira interna para caminhão,geladeira para caminhão,geladeiras para caminhões,geladeira para caminhão,Pillar page,,320,8,0.00,0.00,0,Informational,"Image Pack, Site Links, Reviews, Video, Related Searches","0.66,0.81,0.81,0.81,0.66,0.43,0.66,0.54,0.54,0.81,0.66,0.81",,"""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-interna-de-caminhao""
""campagnaro.com.br"":""https://www.campagnaro.com.br/geladeira-interna""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/litragem/110-litros+18-litros+29-litros+30-litros+32-litros+35-litros+45-litros+47-litros+55-litros+65-litros+67-litros+73-litros+8-litros/tipo-geladeira/interna-cabine""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""youtube.com"":""https://www.youtube.com/watch?v=9aJoe44HRok"""
br,geladeira para carreta,geladeira para caminhão,geladeiras para caminhões,geladeira para caminhão,Pillar page,,320,27,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Reviews, Video, Related Searches","0.66,1.00,0.82,0.82,0.66,0.66,0.66,0.82,1.00,0.82,1.00,0.66",,"""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""shopee.com.br"":""https://shopee.com.br/search?keyword=geladeira%20portatil%20para%20caminh%C3%A3o""
""casasbahia.com.br"":""https://www.casasbahia.com.br/geladeira-para-caminhao/b""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-caminhao"""
br,geladeira pra caminhão,geladeira para caminhão,geladeiras para caminhões,geladeira para caminhão,Pillar page,,260,8,0.00,0.00,0,Informational,"Image Pack, Site Links, Reviews, Video, Related Searches","0.65,0.81,0.65,0.81,0.65,0.65,0.65,0.81,0.81,1.00,1.00,1.00",,"""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""resfriar.com.br"":""https://resfriar.com.br/geladeiras/geladeiras-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeiras-externa-para-caminhao"""
br,geladeira de cabine de caminhão,geladeira para caminhão,geladeiras para caminhões,geladeira para caminhão,Pillar page,,210,25,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Short Videos, Site Links, Reviews, Video, Related Searches","0.43,0.43,0.35,0.54,0.43,0.35,0.66,0.35,0.43,0.43,0.54,0.66",,"""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-de-cabine-de-caminhao""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-de-cabine-resfriar""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""
""casasbahia.com.br"":""https://www.casasbahia.com.br/geladeira-para-cabine-de-caminhao/b""
""resfriar.com.br"":""https://resfriar.com.br/produto/geladeira-para-caminhao-32-litros-volvo-fh""
""youtube.com"":""https://www.youtube.com/watch?v=Cst2lRlZ2rg""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""topdaboleia.com.br"":""https://topdaboleia.com.br/geladeiras-cozinhas/geladeiras/geladeira-portatil-para-caminhao-cabine-elber-41-litros-12v-24v/""
""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao"""
br,geladeira caminhao interna,geladeira para caminhão,geladeiras para caminhões,geladeira para caminhão,Pillar page,,170,9,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Site Links, Reviews, Video, Related Searches","0.81,0.66,0.54,0.35,0.29,0.35,0.35,0.14,0.10,0.18,0.18,0.14",,"""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-interna-de-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""campagnaro.com.br"":""https://www.campagnaro.com.br/geladeira-interna""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""youtube.com"":""https://www.youtube.com/watch?v=9aJoe44HRok""
""resfriar.com.br"":""https://resfriar.com.br/produto/geladeira-18-litros-portatil-18-litros"""
